"Primary Street","Dir","Cross Street","Type","Dist","Count Date","Day","W/B","E/B","N/B","S/B","Total"
"AVERIL AV ","N/O","15 th ST","AUTO","SR","June 13, 2013","THU","0","0","126","189","315"
"AVIATION BL","AT","IMPERIAL HWY","AUTO","EV","January 19, 2011","WED",,,"19,368","14,180","33,548"
"BAKER ST","AT","N SPRING ST","MAN","CR","December 20, 2012","THU","0","425","0","0","425"
"BAKER ST","AT","N SPRING ST","AUTO","EV","February 17, 2011","FRI","1,368","1,727",,,"3,095"
"BAKER ST","AT","N SPRING ST","AUTO","EV","January 22, 2013","TUE",,"0","14,796","13,913","28,709"
"BALBOA BL","AT","DEVONSHIRE ST","AUTO","EV","May 06, 2011","FRI","996","1,340",,,"2,336"
"BALBOA BL","AT","ADDISON ST","MAN","WV","August 29, 2013","THU","0","0","10,500","13,708","24,208"
"BANDERA ST","AT","97 th ST","AUTO","SR","June 20, 2013","THU","0","0","534","844","1,378"
"BANNING BL ","AT ","SANDISON ST","AUTO","SR","February 04, 2014","TUE","0","0","213","434","647"
"BANNING ST","W/O","CENTER ST","AUTO","EV","May 06, 2011","FRI","1,162","1,589",,,"2,751"
"BARBARA ST","AT","37 th ST","AUTO","SR","June 28, 2013","FRI",,,"408","685","1,093"
"BARBARA ST","AT","34 th ST","AUTO","SR","June 30, 2013","SUN","0","0","485","610","1,095"
